"","year","mpaa","A_power","HolidaySeason","producer_power","director_power","distributor_power","genre_power","domestic_cut","budget_cut","numVotes_cut","averageRating_round"
"1","1990","NA","0","FALSE","FALSE","FALSE","TRUE","TRUE","high","medium","high","7"
"2","1990","5","2","TRUE","FALSE","FALSE","TRUE","TRUE","low","medium","low","6"
"3","1990","NA","0","TRUE","FALSE","FALSE","FALSE","TRUE","high","medium","high","8"
"4","1990","NA","0","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","medium","6"
"5","1990","NA","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","7"
"6","1991","NA","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","medium","low","6"
"7","1990","NA","0","TRUE","FALSE","FALSE","FALSE","TRUE","high","medium","high","7"
"8","1990","5","0","TRUE","FALSE","FALSE","FALSE","FALSE","medium","medium","high","8"
"9","1990","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","medium","low","6"
"10","1990","NA","0","TRUE","FALSE","FALSE","TRUE","TRUE","high","low","high","8"
"11","1990","NA","0","FALSE","FALSE","FALSE","FALSE","TRUE","high","medium","medium","8"
"12","1990","NA","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","low","medium","6"
"13","1990","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","low","6"
"14","1990","NA","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","low","7"
"15","1990","5","0","FALSE","FALSE","FALSE","TRUE","FALSE","low","low","low","8"
"16","1990","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","high","low","high","7"
"17","1990","NA","0","FALSE","FALSE","FALSE","TRUE","TRUE","high","low","medium","7"
"18","1990","NA","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","high","8"
"19","1991","NA","0","TRUE","FALSE","FALSE","FALSE","TRUE","high","medium","medium","7"
"20","1991","5","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","low","low","5"
"21","1991","NA","0","TRUE","FALSE","FALSE","TRUE","FALSE","high","medium","high","8"
"22","1991","5","1","TRUE","FALSE","FALSE","TRUE","FALSE","low","medium","low","6"
"23","1991","5","0","TRUE","FALSE","FALSE","FALSE","FALSE","medium","low","medium","8"
"24","1991","NA","0","TRUE","FALSE","FALSE","FALSE","TRUE","high","medium","medium","7"
"25","1991","5","0","FALSE","FALSE","FALSE","FALSE","FALSE","low","low","low","7"
"26","1991","NA","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","low","low","6"
"27","1991","NA","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","low","low","6"
"28","1991","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","low","low","5"
"29","1991","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","low","6"
"30","1991","5","0","FALSE","FALSE","FALSE","TRUE","FALSE","medium","low","medium","5"
"31","1991","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","medium","low","6"
"32","1991","NA","2","TRUE","FALSE","FALSE","FALSE","TRUE","high","high","high","7"
"33","1991","NA","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","7"
"34","1991","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","low","5"
"35","1991","5","1","FALSE","FALSE","FALSE","FALSE","TRUE","low","medium","medium","6"
"36","1991","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","low","low","7"
"37","1991","NA","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","low","low","6"
"38","1991","5","0","FALSE","FALSE","FALSE","TRUE","FALSE","low","low","low","6"
"39","1991","NA","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","low","4"
"40","1991","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","medium","low","6"
"41","1991","3","0","TRUE","FALSE","FALSE","FALSE","TRUE","medium","low","medium","7"
"42","1991","NA","0","TRUE","FALSE","FALSE","FALSE","TRUE","high","medium","medium","7"
"43","1991","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","low","7"
"44","1991","NA","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","low","5"
"45","1991","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","low","low","6"
"46","1991","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","low","7"
"47","1991","NA","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","low","low","5"
"48","1991","NA","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","medium","7"
"49","1991","NA","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","6"
"50","1991","NA","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","low","6"
"51","1991","NA","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","low","5"
"52","1991","NA","1","FALSE","FALSE","FALSE","FALSE","FALSE","high","medium","high","9"
"53","1990","5","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","low","low","7"
"54","1991","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","high","medium","medium","6"
"55","1991","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","low","6"
"56","1991","NA","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","6"
"57","1991","5","1","TRUE","FALSE","FALSE","FALSE","TRUE","high","high","high","8"
"58","1991","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","medium","low","medium","8"
"59","1991","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","low","5"
"60","1991","NA","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","low","7"
"61","1992","4","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","medium","low","6"
"62","1992","NA","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","high","8"
"63","1992","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","high","6"
"64","1992","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","high","medium","medium","7"
"65","1992","4","0","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","7"
"66","1992","5","1","TRUE","FALSE","FALSE","FALSE","TRUE","medium","medium","low","6"
"67","1992","5","2","TRUE","FALSE","FALSE","FALSE","FALSE","medium","medium","high","7"
"68","1992","4","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","low","4"
"69","1992","4","2","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","7"
"70","1992","4","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","7"
"71","1992","5","1","TRUE","FALSE","FALSE","FALSE","TRUE","high","medium","high","8"
"72","1992","4","1","FALSE","FALSE","FALSE","FALSE","TRUE","medium","medium","low","6"
"73","1992","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","8"
"74","1992","5","0","FALSE","FALSE","FALSE","TRUE","FALSE","medium","low","low","5"
"75","1992","3","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","medium","7"
"76","1992","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","high","medium","medium","7"
"77","1992","NA","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","low","6"
"78","1992","3","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","medium","7"
"79","1992","NA","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","low","medium","8"
"80","1992","3","1","TRUE","FALSE","FALSE","TRUE","TRUE","low","low","low","7"
"81","1992","5","1","TRUE","FALSE","FALSE","FALSE","TRUE","medium","medium","medium","7"
"82","1991","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","low","low","6"
"83","1992","5","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","low","low","7"
"84","1993","5","1","FALSE","FALSE","FALSE","FALSE","FALSE","low","low","low","7"
"85","1992","5","0","FALSE","FALSE","FALSE","TRUE","FALSE","low","low","high","8"
"86","1991","NA","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","low","low","7"
"87","1992","4","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","low","low","6"
"88","1992","4","1","FALSE","FALSE","FALSE","FALSE","TRUE","high","medium","medium","7"
"89","1993","3","0","FALSE","FALSE","FALSE","FALSE","TRUE","medium","medium","medium","7"
"90","1994","4","1","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","low","5"
"91","1992","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","medium","low","4"
"92","1993","5","0","TRUE","FALSE","FALSE","TRUE","FALSE","medium","medium","high","8"
"93","1993","5","1","FALSE","FALSE","FALSE","FALSE","TRUE","medium","high","medium","6"
"94","1993","3","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","medium","7"
"95","1993","NA","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","low","6"
"96","1992","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","low","6"
"97","1993","4","0","TRUE","FALSE","FALSE","FALSE","TRUE","medium","medium","low","6"
"98","1993","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","medium","low","7"
"99","1993","5","1","TRUE","FALSE","FALSE","TRUE","TRUE","low","medium","low","7"
"100","1993","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","low","low","8"
"101","1993","5","0","TRUE","FALSE","FALSE","FALSE","TRUE","high","medium","medium","7"
"102","1993","4","0","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","high","8"
"103","1993","4","1","TRUE","FALSE","FALSE","FALSE","TRUE","medium","high","medium","6"
"104","1993","4","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","high","7"
"105","1993","4","1","FALSE","FALSE","FALSE","FALSE","TRUE","medium","low","medium","7"
"106","1993","NA","0","TRUE","FALSE","FALSE","TRUE","FALSE","low","medium","low","6"
"107","1993","4","2","TRUE","FALSE","FALSE","FALSE","TRUE","medium","medium","high","8"
"108","1993","4","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","medium","medium","4"
"109","1993","5","2","TRUE","FALSE","FALSE","TRUE","FALSE","high","medium","high","9"
"110","1993","3","1","TRUE","FALSE","FALSE","FALSE","FALSE","medium","medium","low","7"
"111","1993","4","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","low","8"
"112","1993","3","1","TRUE","FALSE","FALSE","FALSE","TRUE","high","medium","medium","7"
"113","1993","3","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","4"
"114","1993","3","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","low","5"
"115","1993","4","1","TRUE","FALSE","FALSE","FALSE","TRUE","medium","medium","medium","6"
"116","1994","4","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","high","7"
"117","1994","3","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","medium","medium","6"
"118","1994","5","1","FALSE","FALSE","FALSE","FALSE","TRUE","medium","medium","medium","6"
"119","1994","4","1","FALSE","FALSE","FALSE","FALSE","TRUE","high","medium","medium","7"
"120","1994","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","high","8"
"121","1994","5","1","FALSE","FALSE","FALSE","TRUE","FALSE","medium","medium","low","5"
"122","1994","5","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","low","low","7"
"123","1994","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","6"
"124","1994","5","0","TRUE","FALSE","FALSE","FALSE","TRUE","medium","medium","low","6"
"125","1994","NA","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","low","high","7"
"126","1994","5","1","FALSE","FALSE","FALSE","TRUE","FALSE","low","low","medium","8"
"127","1994","3","0","FALSE","FALSE","FALSE","TRUE","TRUE","high","medium","medium","5"
"128","1994","4","1","TRUE","FALSE","FALSE","FALSE","TRUE","high","medium","high","9"
"129","1994","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","medium","low","medium","7"
"130","1994","5","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","6"
"131","1994","5","0","TRUE","FALSE","FALSE","TRUE","FALSE","low","low","medium","7"
"132","1994","3","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","medium","7"
"133","1994","4","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","medium","low","6"
"134","1994","3","0","TRUE","FALSE","FALSE","FALSE","TRUE","medium","medium","low","6"
"135","1994","5","2","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","high","8"
"136","1994","5","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","medium","low","5"
"137","1994","4","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","5"
"138","1994","1","0","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","high","8"
"139","1994","3","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","low","medium","7"
"140","1994","4","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","low","6"
"141","1994","4","2","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","high","7"
"142","1994","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","medium","7"
"143","1994","4","0","FALSE","FALSE","FALSE","FALSE","TRUE","medium","medium","medium","6"
"144","1994","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","high","7"
"145","1994","3","1","TRUE","FALSE","FALSE","FALSE","TRUE","low","medium","low","4"
"146","1994","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","low","5"
"147","1994","5","3","FALSE","FALSE","FALSE","TRUE","FALSE","high","low","high","9"
"148","1994","3","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","5"
"149","1994","3","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","medium","6"
"150","1994","5","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","low","low","7"
"151","1994","5","1","FALSE","FALSE","FALSE","FALSE","FALSE","low","low","medium","7"
"152","1994","5","1","FALSE","FALSE","FALSE","FALSE","TRUE","medium","medium","high","9"
"153","1994","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","low","6"
"154","1994","NA","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","low","low","6"
"155","1994","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","6"
"156","1994","5","2","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","high","7"
"157","1994","3","0","TRUE","FALSE","FALSE","FALSE","TRUE","medium","medium","medium","7"
"158","1994","4","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","4"
"159","1995","3","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","low","6"
"160","1994","4","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","low","6"
"161","1994","5","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","7"
"162","1994","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","medium","8"
"163","1994","4","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","7"
"164","1995","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","6"
"165","1995","5","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","high","7"
"166","1995","4","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","5"
"167","1995","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","high","8"
"168","1995","4","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","medium","6"
"169","1995","5","1","FALSE","FALSE","TRUE","FALSE","FALSE","medium","high","high","8"
"170","1995","4","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","8"
"171","1995","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","low","low","7"
"172","1995","5","0","TRUE","FALSE","FALSE","FALSE","FALSE","low","low","medium","8"
"173","1995","4","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","high","low","6"
"174","1995","5","2","FALSE","FALSE","FALSE","TRUE","TRUE","high","high","high","8"
"175","1994","4","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","7"
"176","1995","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","medium","low","4"
"177","1995","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","low","medium","7"
"178","1995","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","medium","7"
"179","1994","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","medium","7"
"180","1995","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","6"
"181","1995","5","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","high","medium","6"
"182","1995","3","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","high","7"
"183","1995","NA","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","low","medium","7"
"184","1995","5","1","TRUE","FALSE","FALSE","TRUE","FALSE","low","medium","low","7"
"185","1995","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","low","low","6"
"186","1995","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","6"
"187","1995","5","0","TRUE","FALSE","FALSE","TRUE","FALSE","low","medium","low","7"
"188","1995","3","1","TRUE","FALSE","FALSE","FALSE","TRUE","medium","medium","medium","6"
"189","1995","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","low","5"
"190","1995","5","2","FALSE","FALSE","FALSE","TRUE","FALSE","high","medium","high","9"
"191","1995","2","0","FALSE","FALSE","FALSE","FALSE","TRUE","medium","medium","medium","5"
"192","1995","4","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","medium","low","5"
"193","1995","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","medium","7"
"194","1995","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","medium","low","5"
"195","1995","5","0","FALSE","FALSE","FALSE","FALSE","FALSE","medium","low","high","8"
"196","1995","4","0","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","medium","6"
"197","1995","3","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","low","medium","7"
"198","1995","5","1","TRUE","FALSE","FALSE","FALSE","TRUE","low","low","low","5"
"199","1995","5","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","medium","low","6"
"200","1996","4","1","TRUE","FALSE","FALSE","FALSE","TRUE","medium","low","medium","7"
"201","1996","4","2","TRUE","FALSE","TRUE","TRUE","TRUE","medium","medium","medium","6"
"202","1996","5","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","7"
"203","1996","5","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","medium","6"
"204","1996","3","0","TRUE","FALSE","FALSE","TRUE","FALSE","medium","medium","low","6"
"205","1996","5","0","FALSE","FALSE","FALSE","FALSE","FALSE","medium","low","high","8"
"206","1996","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","high","7"
"207","1996","4","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","low","medium","8"
"208","1996","4","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","high","7"
"209","1996","3","0","TRUE","FALSE","FALSE","FALSE","TRUE","medium","low","low","6"
"210","1996","NA","0","TRUE","FALSE","FALSE","TRUE","FALSE","high","high","medium","7"
"211","1996","4","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","7"
"212","1996","4","0","FALSE","FALSE","FALSE","TRUE","FALSE","medium","medium","low","5"
"213","1996","4","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","6"
"214","1996","5","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","high","7"
"215","1996","3","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","6"
"216","1996","5","0","FALSE","FALSE","FALSE","FALSE","FALSE","low","low","low","6"
"217","1996","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","6"
"218","1996","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","7"
"219","1996","3","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","7"
"220","1996","5","2","FALSE","FALSE","FALSE","TRUE","FALSE","low","medium","low","7"
"221","1996","4","1","FALSE","TRUE","FALSE","FALSE","TRUE","high","high","high","7"
"222","1996","4","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","medium","6"
"223","1996","5","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","7"
"224","1996","5","0","TRUE","FALSE","FALSE","FALSE","FALSE","high","low","high","7"
"225","1996","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","low","medium","8"
"226","1996","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","low","low","7"
"227","1996","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","low","medium","8"
"228","1996","4","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","medium","5"
"229","1996","5","1","FALSE","FALSE","FALSE","TRUE","FALSE","low","low","low","6"
"230","1996","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","medium","7"
"231","1996","NA","0","FALSE","FALSE","FALSE","TRUE","TRUE","high","high","medium","6"
"232","1996","4","0","FALSE","FALSE","FALSE","FALSE","TRUE","medium","low","low","6"
"233","1996","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","low","low","8"
"234","1997","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","low","low","7"
"235","1997","5","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","medium","6"
"236","1997","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","high","high","6"
"237","2001","4","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","low","2"
"238","1997","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","low","5"
"239","1997","5","2","TRUE","FALSE","FALSE","FALSE","FALSE","medium","medium","medium","7"
"240","1997","4","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","high","7"
"241","1998","4","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","4"
"242","1999","3","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","low","3"
"243","1997","4","2","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","4"
"244","1997","4","0","TRUE","FALSE","FALSE","FALSE","TRUE","medium","low","medium","6"
"245","1997","3","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","low","low","6"
"246","1997","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","high","8"
"247","1997","5","0","FALSE","FALSE","FALSE","FALSE","FALSE","medium","medium","medium","7"
"248","1997","5","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","7"
"249","1997","3","0","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","8"
"250","1997","5","2","FALSE","FALSE","FALSE","TRUE","FALSE","medium","low","medium","7"
"251","1997","4","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","high","medium","6"
"252","1997","5","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","medium","medium","7"
"253","1997","5","2","FALSE","FALSE","FALSE","TRUE","TRUE","medium","high","medium","6"
"254","1997","5","2","TRUE","FALSE","FALSE","FALSE","TRUE","high","high","high","7"
"255","1997","4","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","low","6"
"256","1997","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","medium","low","medium","7"
"257","1997","3","0","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","medium","6"
"258","1998","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","medium","low","6"
"259","1997","NA","0","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","7"
"260","1997","3","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","4"
"261","1998","4","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","medium","low","5"
"262","1998","5","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","low","low","6"
"263","1997","4","0","FALSE","FALSE","FALSE","FALSE","TRUE","medium","medium","medium","6"
"264","1997","5","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","6"
"265","1997","5","1","TRUE","FALSE","FALSE","TRUE","FALSE","medium","low","high","8"
"266","1997","5","1","FALSE","FALSE","FALSE","FALSE","FALSE","medium","medium","medium","7"
"267","1997","4","0","TRUE","FALSE","FALSE","TRUE","FALSE","low","medium","low","7"
"268","1997","3","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","low","5"
"269","1997","4","0","FALSE","FALSE","FALSE","TRUE","TRUE","high","high","high","7"
"270","1997","4","1","TRUE","FALSE","FALSE","TRUE","FALSE","low","medium","low","6"
"271","1998","5","0","FALSE","FALSE","FALSE","FALSE","FALSE","low","medium","low","6"
"272","1998","4","2","TRUE","FALSE","FALSE","TRUE","TRUE","medium","high","high","7"
"273","1997","4","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","7"
"274","1997","5","0","TRUE","FALSE","FALSE","TRUE","FALSE","medium","medium","medium","7"
"275","1997","5","0","FALSE","FALSE","FALSE","TRUE","FALSE","medium","medium","medium","6"
"276","1997","3","0","TRUE","FALSE","FALSE","FALSE","TRUE","medium","medium","medium","6"
"277","1997","3","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","low","4"
"278","1997","4","2","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","medium","6"
"279","1997","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","7"
"280","1997","4","0","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","high","8"
"281","1997","5","1","FALSE","FALSE","FALSE","FALSE","TRUE","medium","medium","medium","6"
"282","1997","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","high","medium","6"
"283","1998","5","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","low","7"
"284","1997","5","0","FALSE","FALSE","FALSE","FALSE","FALSE","medium","medium","low","7"
"285","1997","5","0","TRUE","FALSE","FALSE","FALSE","FALSE","high","medium","medium","6"
"286","1998","NA","1","TRUE","FALSE","FALSE","TRUE","TRUE","low","low","medium","7"
"287","1998","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","medium","6"
"288","1997","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","low","low","7"
"289","1997","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","medium","medium","medium","5"
"290","1997","4","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","high","medium","4"
"291","1998","4","1","FALSE","FALSE","FALSE","TRUE","TRUE","medium","high","medium","6"
"292","1999","5","2","FALSE","FALSE","FALSE","TRUE","TRUE","medium","high","medium","7"
"293","1997","5","0","TRUE","FALSE","FALSE","TRUE","TRUE","medium","high","high","7"
"294","1997","4","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","low","low","3"
"295","1997","5","0","TRUE","FALSE","FALSE","FALSE","TRUE","low","low","low","7"
"296","1998","5","0","TRUE","FALSE","FALSE","FALSE","FALSE","low","medium","medium","8"
"297","1997","4","1","TRUE","FALSE","FALSE","FALSE","TRUE","high","high","high","8"
"298","1999","NA","2","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","8"
"299","1997","5","0","FALSE","FALSE","FALSE","FALSE","TRUE","low","medium","low","5"
"300","1999","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","high","low","5"
"301","1997","4","1","TRUE","FALSE","FALSE","TRUE","TRUE","medium","high","medium","6"
"302","1997","3","0","TRUE","FALSE","FALSE","TRUE","TRUE","low","medium","low","7"
"303","1998","4","1","TRUE","FALSE","FALSE","TRUE","TRUE","high","medium","medium","6"
"304","1998","5","0","FALSE","FALSE","FALSE","TRUE","TRUE","low","medium","high","8"
"305","1998","3","1","FALSE","FALSE","FALSE","FALSE","TRUE","high","high","medium","6"
"306","1998","4","2","TRUE","FALSE","FALSE","TRUE","TRUE","high","high","high","7"
