"","title","domestic","budget","averageRating","numVotes","year","mpaa","A_power","HolidaySeason","producer_power","director_power","distributor_power","genre_power","domestic_cut","budget_cut","numVotes_cut","averageRating_round"
"1666","Jack and Jill",74158157,7.9e+07,3.3,81615,2011,"PG",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",3
"1667","Speed Racer",43945766,1.2e+08,6,71465,2008,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"1668","The Love Guru",32235793,6.2e+07,3.8,51897,2008,"PG-13",1,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",4
"1669","Bangkok Dangerous",15298133,4.5e+07,5.4,56076,2008,"R",1,FALSE,TRUE,FALSE,TRUE,TRUE,"low","medium","medium",5
"1670","Percy Jackson & the Olympians: The Lightning Thief",88768303,9.5e+07,5.9,183078,2010,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"1671","Seven Pounds",69951824,5.5e+07,7.6,294909,2008,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",8
"1672","The Stepfather",29062561,2e+07,5.6,33647,2009,"PG-13",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","medium","low",6
"1673","She's Out of My League",32010860,2e+07,6.4,133397,2010,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"1674","Religulous",13011160,2500000,7.6,58635,2008,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","medium",8
"1675","Conan the Barbarian",21295021,9e+07,5.2,97513,2011,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",5
"1676","Interstellar",188020017,1.65e+08,8.6,1635635,2014,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","high",9
"1677","World War Z",202359711,1.9e+08,7,629972,2013,"PG-13",1,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","high",7
"1678","Flipped",1755212,1.4e+07,7.7,86933,2010,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","medium",8
"1679","Valentine's Day",110485654,5.2e+07,5.7,117066,2010,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"1680","Priest",29137000,6e+07,5.7,118163,2011,"PG-13",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"1681","Shooter",47003582,6.1e+07,7.2,322438,2007,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","high",7
"1682","Changeling",35739802,5.5e+07,7.7,247654,2008,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","high",8
"1683","The Last Station",6617867,1.8e+07,7,18389,2009,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","low","low",7
"1684","The Bucket List",93466502,4.5e+07,7.4,238658,2007,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",7
"1685","Dracula Untold",56280355,7e+07,6.3,187634,2014,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"1686","A Mighty Heart",9176787,1.6e+07,6.6,27388,2007,"R",0,TRUE,FALSE,FALSE,FALSE,FALSE,"low","low","low",7
"1687","Superbad",121463226,2e+07,7.6,546312,2007,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",8
"1688","Quantum of Solace",168368427,2e+08,6.6,429011,2008,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"1689","Godzilla",200676069,1.6e+08,6.4,400121,2014,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"1690","Underworld: Rise of the Lycans",45802315,3.5e+07,6.6,156103,2009,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",7
"1691","Hotel Transylvania",148313048,8.5e+07,7.1,238833,2012,"PG",1,FALSE,FALSE,FALSE,TRUE,FALSE,"high","high","high",7
"1692","Pet Sematary",54724696,2.1e+07,5.7,88758,2019,"R",0,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","medium","medium",6
"1693","The Darjeeling Limited",11902715,1.6e+07,7.2,190028,2007,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",7
"1694","The Pink Panther 2",35922978,7e+07,5.6,44059,2009,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"1695","Step Brothers",100468793,6.5e+07,6.9,280333,2008,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",7
"1696","The Town",92186262,3.7e+07,7.5,370170,2010,"R",2,FALSE,FALSE,TRUE,TRUE,FALSE,"high","medium","high",8
"1697","Walk Hard: The Dewey Cox Story",18317151,3.5e+07,6.8,70163,2007,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"1698","The Kids Are All Right",20811365,4e+06,7,128523,2010,"R",1,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",7
"1699","Cloudy with a Chance of Meatballs",124870275,1e+08,6.9,217817,2009,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"1700","College",4694636,7e+06,4.6,12303,2008,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",5
"1701","Kit Kittredge: An American Girl",17657973,1e+07,6.5,5922,2008,NA,0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",6
"1702","The Avengers",623357910,2.2e+08,8,1315240,2012,"PG-13",3,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"1703","Epic",107518682,1e+08,6.7,102874,2013,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"1704","The House Bunny",48237389,2.5e+07,5.5,82005,2008,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"1705","The Mummy: Tomb of the Dragon Emperor",102491776,1.45e+08,5.2,156067,2008,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",5
"1706","Super Troopers 2",30617396,13500000,6.1,25541,2018,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","low",6
"1707","Blindness",3351751,2.5e+07,6.6,71893,2008,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","medium",7
"1708","Mr. Peabody & Sherman",111506430,1.45e+08,6.8,66459,2014,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"1709","Made of Honor",46012734,4e+07,5.9,69982,2008,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"1710","Frost/Nixon",18622031,2.5e+07,7.7,106102,2008,"R",0,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",8
"1711","Baby Mama",60494212,3e+07,6,43856,2008,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"1712","My Soul to Take",14744435,2.5e+07,4.8,20216,2010,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"low","medium","low",5
"1713","Nine",19676965,8e+07,5.8,43319,2009,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","high","medium",6
"1714","The Blind Side",255959475,2.9e+07,7.6,310433,2009,"PG-13",1,TRUE,FALSE,FALSE,TRUE,FALSE,"high","medium","high",8
"1715","Please Give",4033574,3e+06,6.6,11243,2010,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","low",7
"1716","Eat Pray Love",80574010,6e+07,5.8,93511,2010,"PG-13",1,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",6
"1717","Untraceable",28687835,3.5e+07,6.2,49030,2008,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","medium","medium",6
"1718","Sanctum",23209310,3e+07,5.9,54989,2011,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"1719","The Mist",25594957,1.8e+07,7.1,293143,2007,"R",0,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","low","high",7
"1720","Legends of Oz: Dorothy's Return",8462347,7e+07,5.1,5946,2014,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","high","low",5
"1721","The Wedding Ringer",64460211,2.3e+07,6.6,73730,2015,"R",2,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",7
"1722","Burn After Reading",60355347,3.7e+07,7,321982,2008,"R",2,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","high",7
"1723","The Hurt Locker",17017811,1.5e+07,7.5,436315,2008,"R",2,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","high",8
"1724","The Switch",27779426,1.9e+07,6.1,101865,2010,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"1725","Lions for Lambs",15002854,3.5e+07,6.2,48925,2007,"R",2,TRUE,FALSE,FALSE,FALSE,FALSE,"low","medium","medium",6
"1726","Letters to Juliet",53032453,3e+07,6.5,96786,2010,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"1727","How to Train Your Dragon",217581231,1.65e+08,8.1,697877,2010,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"1728","Monsters vs. Aliens",198351526,1.75e+08,6.4,154532,2009,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"1729","Shrek Forever After",238736787,1.65e+08,6.3,194396,2010,"PG",3,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"1730","The Road",8117000,2.5e+07,7.2,231198,2009,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","high",7
"1731","Love Happens",22965110,1.8e+07,5.7,32458,2009,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","low",6
"1732","Bride Wars",58715510,3e+07,5.5,104348,2009,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"1733","The Thing",16928670,3.8e+07,6.2,127623,2011,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"low","medium","medium",6
"1734","Once",9439923,150000,7.8,113889,2007,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",8
"1735","Pineapple Express",87341380,2.7e+07,6.9,327325,2008,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",7
"1736","WALL·E",223808164,1.8e+08,8.4,1049049,2008,NA,0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"1737","Armored",15988876,2e+07,5.7,30430,2009,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",6
"1738","Doubt",33446470,2e+07,7.5,126165,2008,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",8
"1739","The Legend of Tarzan",126643061,1.8e+08,6.2,170673,2016,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"1740","Prom Night",43869350,2e+07,3.9,35333,2008,"PG-13",0,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","medium","low",4
"1741","Precious",47566524,1e+07,7.3,108536,2009,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",7
"1742","Rabbit Hole",2229058,5e+06,7,48623,2010,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","low","medium",7
"1743","Taken",145000989,2.5e+07,7.8,582967,2008,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",8
"1744","This Christmas",49121934,1.3e+07,6.3,9000,2007,"PG-13",1,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",6
"1745","The Last Airbender",131772187,1.5e+08,4,158971,2010,"PG",0,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","medium",4
"1746","Silent Hill: Revelation",17529157,2e+07,5,62217,2012,"R",0,TRUE,FALSE,FALSE,FALSE,FALSE,"low","medium","medium",5
